A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	I1	I2	I3	I4	I5	I6	I7	I8	I9	I10	J1	J2	J3	J4	J5	J6	J7	J8	J9	J10	K1	K2	K3	K4	K5	K6	K7	K8	K9	K10	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	O1	O2	O3	O4	O5	O6	O7	O8	O9	O10	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	age	gender	accuracy	country	source	elapsed
4	2	4	2	4	4	4	2	4	3	3	4	4	5	4	4	4	4	4	3	3	5	4	1	4	2	2	1	2	1	3	4	3	4	4	4	4	4	3	3	3	3	5	3	2	4	2	5	2	5	4	4	5	2	4	3	3	4	3	3	1	2	2	4	3	4	5	4	3	3	4	2	4	5	4	4	2	4	4	5	5	5	3	5	4	4	4	4	1	4	4	3	2	4	4	4	5	4	4	4	3	4	4	4	4	2	4	3	3	3	4	4	1	4	3	3	4	4	3	4	4	4	4	5	4	4	4	2	4	5	5	5	4	3	5	4	4	2	4	5	3	4	3	4	1	4	3	3	3	2	1	2	1	5	5	5	4	4	5	5	5	4	3	16	2	70	US	1	622
5	4	4	4	5	5	4	4	4	4	5	4	5	5	5	5	4	5	5	5	5	5	5	3	5	5	4	4	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	3	3	4	2	4	2	5	4	5	5	2	4	1	2	4	2	2	2	3	2	5	2	4	5	5	5	5	5	5	5	4	4	3	1	1	1	1	3	4	5	2	4	4	3	4	1	4	3	3	2	1	3	1	3	5	2	4	3	2	2	4	2	2	4	1	4	4	5	4	1	1	1	1	4	1	1	1	2	2	1	5	5	5	5	4	5	5	5	5	5	2	5	4	2	5	4	5	3	1	4	4	4	5	5	5	4	5	5	5	5	2	2	2	1	1	3	4	4	3	5	22	1	100	US	1	495
2	3	4	4	5	5	5	4	5	2	5	5	5	5	5	2	2	5	5	4	4	5	4	5	4	4	4	1	1	4	4	4	4	2	4	5	4	4	3	5	4	4	4	5	4	5	5	5	5	5	5	4	5	1	4	3	4	5	4	2	1	2	2	5	5	5	5	5	5	4	5	5	5	4	4	4	1	4	4	5	4	4	4	4	4	1	2	4	1	1	2	1	1	4	4	4	5	3	4	4	5	4	4	2	2	1	2	2	2	2	3	1	1	4	1	4	4	2	4	4	2	5	2	4	5	5	4	5	5	5	5	4	2	1	4	4	1	4	3	4	1	2	4	2	4	2	3	4	2	1	1	1	4	2	1	1	2	1	4	2	2	1	1	19	2	75	FI	1	1346
4	4	4	4	4	4	3	4	4	3	3	4	5	5	5	4	3	4	4	4	5	4	3	3	4	3	4	4	4	4	4	4	4	4	4	5	5	4	4	5	5	5	5	3	3	3	4	3	4	3	3	4	4	4	5	2	3	5	3	3	3	2	4	4	3	4	4	4	4	4	5	2	5	3	4	3	2	4	4	4	3	4	4	2	3	3	2	4	3	3	3	3	3	4	4	4	3	3	3	4	3	4	4	2	1	1	2	2	2	2	3	3	2	2	2	2	3	3	1	3	2	2	1	4	4	4	4	4	4	5	4	4	3	2	3	3	2	4	3	4	2	2	5	4	3	4	5	5	4	4	3	3	3	2	2	4	4	2	3	3	2	2	2	25	2	70	CZ	1	1269
5	5	5	3	5	5	4	3	4	5	5	4	5	5	5	4	5	5	4	2	5	5	5	3	5	4	3	3	4	3	5	5	5	2	4	3	4	3	5	3	5	2	5	5	5	5	5	5	5	5	5	5	4	5	5	3	5	4	4	5	1	4	2	5	4	3	5	5	3	4	5	1	4	5	5	5	2	4	3	5	4	5	4	2	4	4	3	5	1	3	2	2	3	4	3	5	5	4	3	3	3	4	2	5	5	2	4	5	4	4	5	3	1	5	4	3	5	4	3	4	5	5	1	5	5	5	5	5	5	4	5	5	3	3	5	5	4	3	5	5	1	3	5	5	4	3	5	5	5	2	5	5	4	1	2	2	2	2	3	1	3	1	1	19	2	95	PH	1	650
4	4	4	3	5	4	2	2	4	2	4	4	5	5	5	4	3	5	5	4	4	5	4	2	5	4	5	5	4	4	5	4	4	5	5	4	4	4	4	4	5	4	4	4	4	5	2	4	4	4	4	5	4	3	3	1	3	2	3	2	1	3	2	5	4	5	5	4	5	5	4	4	4	5	4	5	2	3	2	4	3	5	4	4	4	2	3	4	3	4	5	4	2	4	2	3	2	4	3	5	3	3	3	4	2	3	2	4	3	4	4	4	2	2	2	2	3	2	1	1	2	2	2	4	5	5	3	4	4	4	4	4	4	3	4	5	4	5	5	5	4	3	4	4	3	3	4	5	2	2	3	2	3	4	2	4	4	2	5	4	1	5	3	25	1	100	NG	1	3943
2	4	3	3	4	3	3	2	4	3	3	4	4	5	4	3	3	3	1	2	3	4	5	2	3	3	4	2	3	4	4	4	3	4	4	2	3	4	3	2	4	3	3	2	1	4	2	4	2	4	1	4	3	3	4	1	4	2	4	4	2	4	4	2	2	2	4	3	2	3	3	1	2	4	5	3	4	4	5	5	4	5	4	2	3	3	3	4	3	3	2	2	3	3	5	3	4	2	3	2	3	3	4	4	2	3	4	4	3	4	5	3	1	4	3	4	5	4	4	3	5	3	2	5	4	3	3	2	4	2	3	4	4	5	5	5	5	5	5	5	4	4	4	5	4	4	4	4	2	4	4	4	2	5	3	4	3	3	5	4	4	2	4	16	2	88	US	6	746
2	4	4	5	4	4	5	3	4	4	2	2	5	4	4	2	4	3	2	2	2	4	5	4	1	2	2	2	2	2	1	2	2	2	2	2	2	2	4	2	3	2	2	2	4	3	2	3	3	3	2	4	4	3	4	2	4	4	3	4	2	3	2	2	2	2	2	2	2	4	2	1	2	4	4	4	2	4	4	4	2	3	4	2	4	5	4	4	4	3	3	4	3	3	4	4	4	2	2	2	2	2	2	3	4	5	4	4	3	2	3	2	4	4	4	4	5	4	5	4	4	4	4	3	4	4	3	3	3	4	4	4	2	4	2	3	4	4	3	4	3	1	3	5	2	3	4	3	2	4	1	4	2	4	3	2	3	3	4	1	4	2	2	18	2	80	GB	2	523
5	5	5	1	5	5	5	5	4	5	2	4	5	5	5	2	4	5	4	4	4	4	2	5	5	5	5	5	5	4	5	4	5	5	5	5	2	4	1	5	5	2	2	4	1	4	1	3	1	4	2	4	1	2	4	5	5	5	5	2	5	4	1	5	2	5	5	5	5	4	1	4	3	4	1	4	2	4	5	1	5	4	1	1	4	5	1	2	5	2	1	1	1	5	1	5	5	2	1	5	5	4	1	4	1	5	3	2	1	2	4	4	1	5	1	1	5	1	5	2	5	1	3	4	5	4	3	5	2	1	1	5	2	4	4	5	5	5	5	5	4	4	5	5	5	2	5	5	2	2	1	3	4	1	1	2	2	5	1	1	1	1	2	51	1	88	SA	1	1792
3	3	2	3	2	3	3	3	4	3	4	4	4	4	4	3	5	5	3	4	3	5	4	1	4	3	4	4	4	2	3	4	4	3	2	4	3	2	2	2	2	1	2	5	3	2	3	3	2	2	3	2	3	2	3	1	3	3	2	3	4	4	2	3	3	2	3	2	2	2	3	1	1	4	4	4	3	1	4	4	5	3	2	2	2	2	3	2	1	3	2	2	3	4	4	3	3	3	3	3	3	4	5	3	3	4	4	4	2	3	3	5	3	4	2	2	4	4	3	3	4	4	3	4	2	4	4	3	5	4	4	4	5	3	4	4	3	4	4	5	3	3	4	2	1	3	5	5	2	3	1	2	2	2	1	3	2	3	2	3	2	1	2	21	1	70	DK	1	2549
4	3	5	4	4	4	4	4	5	4	4	2	5	4	4	4	2	3	4	2	4	5	5	2	3	1	2	2	2	1	2	2	2	3	2	4	4	2	2	2	5	2	2	1	2	2	1	3	1	4	2	3	4	4	4	1	4	2	5	3	2	4	2	3	3	2	4	4	2	2	4	2	3	4	4	4	3	1	5	4	5	4	5	5	4	5	5	5	2	4	5	2	2	2	2	2	3	4	3	2	3	5	5	4	2	3	5	2	4	4	3	2	2	4	5	5	5	5	4	4	5	5	5	4	3	4	4	2	5	5	5	4	5	2	4	5	1	4	1	5	2	4	4	5	2	4	4	4	5	5	2	2	2	5	2	4	4	5	2	4	3	4	3	22	2	100	GB	2	749
3	5	5	5	3	4	5	3	5	4	3	1	5	5	4	2	4	4	2	4	4	4	5	4	3	5	4	1	4	4	4	5	2	1	1	2	3	4	2	2	1	2	4	2	4	2	2	4	1	4	2	4	4	4	4	4	5	5	4	4	2	4	4	4	4	1	4	4	4	4	4	4	2	4	5	4	5	4	4	3	5	5	4	1	2	2	2	4	1	2	2	2	2	1	4	4	2	2	1	2	2	2	5	4	2	4	4	4	4	4	4	3	2	5	2	3	4	4	5	5	5	2	4	4	4	5	2	4	4	4	4	4	4	1	5	3	4	2	4	5	2	1	3	2	1	4	5	5	2	5	2	5	1	4	2	2	2	3	3	1	5	2	1	34	2	90	US	1	1864
5	4	5	5	4	4	5	4	5	4	5	3	5	5	4	4	5	5	4	2	4	5	5	2	4	3	1	3	2	3	3	4	4	4	3	4	5	4	4	4	4	4	4	2	2	5	1	4	2	4	1	4	3	2	2	1	2	4	2	2	2	3	2	4	3	4	4	4	3	3	4	4	4	5	5	5	5	5	5	4	5	5	5	4	4	3	4	5	2	4	4	2	2	4	4	4	2	4	3	4	4	4	5	1	2	2	2	2	2	2	2	2	2	4	3	3	5	5	3	2	5	3	3	5	2	5	5	4	5	5	5	5	5	2	1	3	3	2	2	4	2	2	2	4	2	4	5	5	3	4	4	4	4	4	3	4	3	3	2	3	3	2	4	31	2	85	US	2	1169
4	4	4	4	4	5	5	3	4	1	5	4	5	5	3	4	3	5	5	4	3	4	4	3	3	4	3	2	3	3	3	3	4	5	5	5	3	5	3	5	3	3	5	5	5	5	5	5	3	5	5	5	5	4	3	1	1	1	5	4	1	1	3	5	5	5	5	5	3	4	5	3	5	5	5	4	1	1	3	2	3	5	5	5	4	5	4	5	3	3	3	4	4	4	4	3	5	1	5	3	2	3	3	2	4	1	1	3	1	1	2	2	1	3	4	3	5	4	3	5	3	5	1	5	5	5	5	3	5	3	3	3	2	2	3	3	2	3	3	5	1	2	2	3	3	3	4	5	4	4	3	3	2	3	2	5	3	3	3	3	2	3	5	28	1	90	GB	1	544
5	4	5	4	5	4	4	4	5	4	5	4	5	5	3	2	4	3	4	2	5	5	5	3	4	3	4	2	2	2	5	4	2	2	1	3	1	3	2	1	2	2	2	4	5	5	4	5	4	5	4	5	4	1	3	1	4	5	4	2	1	2	2	4	5	4	2	4	3	3	4	3	2	5	5	5	1	5	5	5	4	5	5	2	2	5	4	4	1	4	4	1	1	5	5	5	5	4	2	4	4	5	5	2	5	1	2	2	1	1	2	1	1	2	4	5	5	4	5	2	5	4	4	5	5	4	5	5	5	5	5	5	4	1	4	4	3	1	5	5	2	5	4	3	3	4	2	2	5	4	2	5	5	4	3	4	2	3	3	2	3	2	1	21	2	88	US	1	768
4	4	5	5	5	4	4	4	5	5	5	3	4	5	5	3	3	5	2	3	2	5	5	1	4	3	1	2	1	1	3	4	3	3	2	5	5	4	4	4	5	3	3	3	3	5	3	4	4	5	3	5	5	3	2	1	1	1	2	2	1	2	3	3	3	2	3	4	4	2	4	3	3	5	5	5	1	5	4	5	5	5	4	2	5	4	5	4	3	5	5	4	4	5	5	4	5	5	4	3	4	5	5	2	3	3	2	2	2	2	1	2	2	3	2	3	4	4	4	4	4	4	3	5	5	5	4	5	5	5	4	5	4	4	5	5	3	4	2	5	3	3	5	2	1	2	4	4	2	4	1	1	3	3	4	2	2	2	4	1	3	2	2	38	2	80	US	1	520
3	2	4	4	3	3	4	3	4	4	4	4	5	5	4	4	4	4	4	3	4	5	4	2	2	2	2	2	2	2	2	2	4	2	2	2	2	1	2	2	4	2	2	2	2	3	1	4	1	4	2	4	3	4	4	5	4	4	4	4	4	4	4	3	2	2	3	3	2	2	4	2	2	5	4	5	3	4	4	5	4	4	4	3	3	3	2	4	2	2	2	2	3	3	4	4	4	3	1	3	2	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	5	5	4	3	4	4	4	5	2	4	3	3	4	4	4	4	4	3	4	4	4	4	4	4	3	3	4	3	4	3	4	4	2	3	3	4	2	4	3	4	4	3	2	3	4	2	3	57	2	90	US	1	786
2	3	3	3	2	3	4	2	4	4	2	2	3	4	4	3	4	4	3	4	4	4	4	2	4	3	4	4	2	2	3	2	3	2	3	2	4	2	3	3	4	3	3	2	3	3	2	3	2	4	4	4	4	4	3	1	4	2	3	2	5	3	4	3	3	3	2	3	2	2	3	2	2	4	3	2	2	2	4	4	3	4	4	2	3	3	2	4	2	3	2	3	3	3	2	2	2	2	2	3	4	2	2	4	2	4	2	4	4	4	4	4	2	2	2	3	3	2	2	3	3	2	3	3	4	4	2	2	3	3	2	2	4	1	4	2	2	2	2	1	3	2	2	3	2	3	3	3	2	3	4	4	2	2	2	2	2	2	2	2	2	2	3	32	2	80	CA	2	647
2	3	3	2	2	4	2	1	2	2	4	4	4	4	4	4	4	5	5	3	4	5	2	3	4	4	3	2	2	3	3	3	5	3	4	3	4	3	3	3	3	2	5	1	3	2	3	3	2	3	3	3	2	4	3	4	3	3	2	3	5	3	1	3	3	4	4	2	3	3	2	2	2	4	3	3	3	2	2	3	2	4	3	5	4	4	4	4	3	4	5	4	3	3	4	2	3	3	4	2	4	3	3	4	4	4	4	4	4	4	4	4	4	3	3	2	2	4	2	3	2	2	2	3	4	3	4	3	3	3	3	3	2	4	3	4	4	4	4	4	3	3	4	2	3	3	4	4	3	3	2	4	2	3	3	4	4	3	3	3	2	3	3	14	2	90	CA	2	463
4	3	4	4	4	4	5	5	4	3	4	3	4	4	4	4	4	5	4	2	4	5	5	3	4	4	4	2	2	4	2	4	5	5	4	5	5	5	5	5	4	5	5	3	3	5	3	4	1	5	2	5	5	1	1	2	2	1	2	1	2	2	2	5	4	5	4	5	4	5	4	5	4	4	4	4	1	4	5	5	4	2	2	3	4	1	2	5	1	4	2	2	2	4	3	4	3	4	4	5	5	4	1	4	3	3	4	1	2	4	2	2	2	2	1	2	1	1	4	2	1	3	2	5	4	4	3	4	4	4	3	2	5	4	4	5	2	4	4	4	2	2	5	3	3	4	4	4	3	2	3	4	2	4	4	4	4	3	3	3	4	2	3	48	1	90	CA	6	1002
4	4	4	4	3	3	5	4	3	5	3	1	4	4	5	4	4	3	1	2	2	4	4	1	4	3	4	4	2	2	4	2	2	3	2	2	2	3	3	2	4	2	1	1	2	5	2	3	1	5	2	2	5	5	4	4	5	4	4	2	1	4	2	2	1	4	2	1	1	2	2	1	1	2	4	1	1	4	5	5	3	4	2	2	2	4	4	1	2	4	4	2	3	3	4	3	5	4	3	2	3	4	5	4	4	5	5	4	4	4	3	4	4	4	2	5	4	3	4	4	4	2	2	4	5	4	2	2	1	4	3	3	4	3	4	4	5	4	4	5	2	2	5	4	1	4	3	4	2	3	2	2	1	4	2	1	2	3	4	2	2	2	2	19	2	100	US	2	1535
1	4	4	5	4	3	5	4	5	5	4	3	2	4	3	1	5	4	1	1	2	5	1	3	5	4	4	4	3	3	4	2	2	1	1	2	1	1	3	1	1	1	1	2	2	4	1	5	4	5	1	5	2	5	5	5	5	4	5	5	5	5	5	2	1	1	3	3	2	1	5	1	1	4	5	2	3	5	5	4	1	5	4	3	3	4	2	4	1	4	2	3	3	4	5	3	5	1	1	4	2	5	5	2	4	1	4	4	2	2	3	2	2	5	4	4	5	5	5	3	4	4	4	5	3	4	4	4	3	4	4	2	5	4	5	5	5	5	5	5	3	4	4	5	5	5	4	5	5	5	4	5	2	4	1	3	4	4	3	3	2	2	1	41	2	80	US	1	827
5	3	5	3	4	5	4	5	3	3	5	4	5	5	5	4	5	4	1	4	2	5	5	4	4	4	4	4	2	2	5	4	2	4	4	3	5	4	5	2	3	2	3	3	2	5	2	4	1	4	1	5	1	3	5	1	5	5	4	5	3	4	2	4	2	5	4	4	5	2	5	1	2	5	4	4	1	2	4	5	4	5	4	4	4	3	2	5	1	3	2	2	1	4	5	4	4	3	4	5	3	3	3	4	1	1	5	5	3	2	4	3	3	5	4	4	4	4	4	3	3	4	3	4	5	5	5	4	5	1	5	4	4	5	5	5	4	1	5	5	2	3	4	5	5	5	5	4	5	5	5	2	3	4	3	2	1	4	2	1	3	2	1	22	2	99	PH	6	13775
4	4	4	3	4	4	4	3	4	4	4	2	4	3	3	3	4	4	3	3	2	3	4	3	4	3	4	4	4	3	4	4	4	3	3	4	3	3	3	3	3	3	3	3	4	3	3	4	3	3	3	3	3	3	4	5	4	4	3	3	5	3	2	4	4	3	5	4	4	4	3	3	3	4	3	3	3	3	4	4	4	3	3	2	3	3	3	3	2	3	3	2	2	3	3	3	4	3	2	4	3	3	3	3	2	2	3	2	3	3	3	2	2	3	3	3	3	3	3	3	3	3	2	4	4	4	3	4	3	4	3	4	3	2	3	3	2	4	3	3	2	2	3	4	4	4	4	4	3	2	3	3	4	2	2	3	3	2	2	2	3	2	2	25	1	80	PH	1	810
4	3	3	4	2	3	4	2	3	4	4	5	4	5	5	4	4	3	2	2	2	5	5	2	2	2	4	1	2	2	4	2	2	3	4	2	4	4	2	3	4	2	3	2	3	4	3	2	2	4	3	3	4	3	3	5	5	5	4	3	2	4	3	3	2	2	2	2	2	2	4	1	2	1	2	1	1	2	3	2	2	3	2	5	4	3	5	3	2	4	2	3	3	4	4	3	3	3	3	4	3	4	4	2	4	2	4	2	2	2	3	3	2	2	4	4	5	5	2	2	4	4	4	2	3	4	4	4	5	4	4	3	4	3	3	3	3	5	4	4	2	2	3	5	1	3	3	4	3	4	2	4	2	5	5	4	4	4	5	4	5	4	4	15	1	90	US	1	860
5	5	5	5	5	5	4	4	4	4	4	3	2	5	5	4	4	4	1	4	5	4	3	3	5	4	4	3	1	4	5	4	3	4	5	4	5	4	4	4	4	3	4	4	4	5	3	5	5	5	2	2	4	3	3	5	4	5	4	2	1	4	2	5	2	5	4	3	4	3	4	2	5	2	5	1	3	5	5	5	5	2	5	3	2	2	2	3	2	2	2	2	1	5	5	5	5	3	3	5	4	2	2	2	1	2	3	2	1	1	3	1	1	2	3	3	3	3	4	2	1	4	2	5	5	5	3	5	4	4	4	5	2	2	2	4	2	3	3	4	2	1	3	3	1	2	1	4	3	3	1	1	1	4	3	3	4	2	4	3	2	2	1	24	1	96	US	2	394
4	5	4	4	4	4	5	3	5	5	4	3	5	4	5	3	2	3	4	4	4	5	4	4	4	4	2	3	4	4	3	4	4	4	3	4	4	4	4	4	5	4	2	4	5	4	5	4	3	4	5	4	5	1	3	1	3	4	3	2	2	3	2	5	4	4	4	5	5	4	5	5	5	5	5	5	2	4	4	4	5	4	3	2	3	2	1	4	1	2	2	2	2	3	4	4	4	5	3	4	4	4	4	1	2	1	2	1	2	2	2	1	1	4	2	3	4	4	4	4	4	3	4	5	5	5	4	5	4	5	5	5	5	1	3	3	2	4	2	3	2	2	2	2	3	3	3	3	1	2	2	2	3	2	1	2	2	1	2	3	2	1	2	44	2	87	US	2	487
3	4	5	4	4	3	5	2	4	1	3	3	3	3	5	3	3	3	2	2	2	3	3	1	3	3	3	2	1	1	3	3	2	3	3	5	4	3	3	3	3	3	3	3	4	3	3	4	4	3	3	3	3	3	4	3	3	3	2	2	1	2	3	3	4	3	4	4	3	3	3	3	3	4	4	4	1	3	3	1	2	3	1	3	4	4	3	5	3	3	3	3	3	4	5	5	4	3	5	3	4	5	5	4	3	2	4	3	3	2	3	2	3	5	4	4	5	5	3	4	3	5	3	3	4	3	4	3	2	3	2	3	2	3	5	5	4	3	4	5	2	3	3	5	3	4	4	3	3	3	3	3	2	5	4	3	4	3	5	3	4	3	3	22	2	85	MY	1	750
4	4	4	4	4	5	3	4	4	4	4	2	4	4	4	4	4	5	2	3	3	4	3	2	2	4	3	4	3	3	5	3	2	4	4	4	4	3	4	3	4	3	3	3	4	3	1	4	1	4	3	4	2	4	4	1	5	3	2	3	5	4	2	4	4	4	4	4	4	4	4	2	3	4	4	3	4	4	4	4	2	3	4	2	4	3	2	4	2	3	4	2	2	3	1	2	4	3	3	3	2	4	2	2	2	3	2	2	2	2	2	2	4	2	4	3	3	4	2	3	3	4	2	2	4	3	4	3	2	3	3	3	2	4	4	5	4	5	4	5	2	2	4	4	3	2	4	3	3	2	3	4	2	2	2	4	3	3	4	4	3	2	2	47	2	100	HK	6	862
4	5	4	4	4	3	4	4	5	2	4	4	4	5	4	4	5	5	2	4	2	5	5	4	4	3	4	2	3	4	3	4	3	3	3	2	4	4	3	2	4	2	3	3	2	5	4	4	2	5	2	5	2	3	4	1	5	5	4	4	1	4	2	4	4	3	4	3	2	3	4	2	2	1	5	1	2	2	2	3	2	3	4	2	4	4	2	3	4	2	2	3	3	2	5	3	5	3	3	3	2	5	4	2	1	2	2	2	1	2	2	2	2	4	2	3	4	4	2	3	5	3	4	4	3	4	4	3	5	4	5	4	4	2	1	2	3	2	4	4	2	2	2	3	1	3	2	3	2	2	1	3	1	4	4	4	4	3	3	4	5	2	4	17	1	95	AU	1	1197
3	4	4	4	4	3	4	1	5	4	3	2	4	4	2	3	3	3	2	2	2	4	2	3	2	4	4	3	4	5	4	4	2	3	3	3	3	3	3	2	3	3	2	2	2	5	4	3	2	2	2	2	4	3	4	2	4	3	2	4	2	2	4	4	4	2	4	4	3	3	2	3	3	5	4	3	2	1	3	2	2	4	3	2	4	4	3	4	1	2	2	2	3	4	4	2	4	3	3	3	3	2	2	4	2	4	2	2	3	2	4	2	2	4	4	2	4	4	4	3	2	3	2	3	4	4	3	4	3	2	3	4	4	2	2	4	2	4	5	4	1	1	2	4	2	3	2	3	2	4	1	2	2	2	2	2	3	4	3	2	2	2	3	22	1	90	AU	6	948
2	3	5	2	1	2	2	1	2	4	2	4	5	5	2	5	1	1	5	1	2	5	5	1	1	1	1	1	1	1	1	1	1	4	5	1	4	2	5	4	5	4	1	1	1	5	1	1	5	1	1	2	5	4	3	1	2	1	3	2	1	3	2	1	4	4	1	1	1	1	1	1	5	5	5	4	5	2	5	1	5	5	2	5	4	5	5	5	2	5	4	5	5	5	5	5	5	5	4	5	4	5	5	1	5	4	4	5	1	1	1	1	1	5	5	5	5	5	2	1	5	5	4	5	4	4	1	5	5	1	5	5	5	5	5	5	5	5	5	5	2	5	4	5	4	1	4	1	5	1	5	2	5	5	5	5	5	5	1	5	5	5	2	17	1	80	AU	1	679
4	4	2	2	4	4	4	2	3	4	3	3	4	5	4	4	4	3	2	4	2	5	5	2	5	3	4	2	4	4	5	5	4	3	3	3	4	3	3	4	4	3	5	2	3	4	2	3	3	4	2	4	4	3	3	5	4	2	3	3	2	3	2	4	2	3	3	3	3	5	4	2	2	2	5	2	1	2	2	4	2	4	3	3	3	3	3	4	2	3	3	2	2	4	4	5	5	3	3	4	2	4	4	2	2	3	2	4	4	4	4	4	4	2	2	2	2	2	1	3	2	2	2	5	2	4	3	5	3	4	4	4	2	3	4	4	3	4	5	4	2	2	4	2	2	4	2	4	4	3	4	4	5	4	4	3	3	3	4	2	3	2	4	17	1	90	AU	1	1816
1	2	1	2	2	1	2	1	2	3	3	4	4	4	3	3	4	5	3	4	2	2	2	4	4	4	1	4	5	5	5	5	5	3	3	2	4	4	2	4	4	4	5	1	1	2	1	2	1	4	1	5	1	5	3	1	1	3	3	3	2	3	4	2	1	1	1	2	1	2	2	2	1	4	4	4	3	2	1	2	2	3	1	2	5	4	5	5	4	4	5	5	5	4	1	2	4	5	5	3	3	4	1	3	4	4	4	5	5	5	5	5	3	5	3	1	3	4	1	3	4	2	1	3	4	2	3	3	4	4	4	4	3	5	5	5	5	5	5	5	4	4	5	5	2	4	3	4	4	2	3	4	4	1	1	3	4	1	3	2	2	2	4	23	1	85	MY	1	762
4	4	4	4	4	4	1	3	4	4	4	4	4	4	4	4	3	4	2	3	2	4	5	2	3	3	4	2	3	2	3	2	3	4	3	3	4	3	3	2	3	2	3	2	2	4	2	4	4	4	2	4	1	3	4	2	4	3	3	3	2	3	3	4	2	3	3	3	2	2	4	2	2	5	4	5	4	2	4	4	3	5	4	4	4	3	3	3	2	3	2	3	2	4	5	5	5	3	4	3	3	4	4	2	3	3	4	3	2	2	3	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	3	3	4	4	4	4	4	4	4	3	4	2	4	2	3	3	3	3	3	2	1	2	4	4	4	4	4	4	4	4	4	2	21	2	95	US	1	416
3	4	5	4	5	4	3	4	3	1	3	5	4	5	2	5	2	5	2	1	1	5	5	3	2	4	5	1	2	4	2	1	2	4	5	5	4	4	4	4	4	4	3	4	4	5	3	5	4	2	2	4	4	4	1	1	2	2	1	2	1	1	1	4	3	5	3	5	2	2	5	2	4	4	5	5	2	5	1	2	3	5	5	5	4	4	3	2	1	2	3	2	3	4	5	5	5	5	5	5	5	1	1	4	3	4	4	5	2	4	3	2	2	4	4	5	4	3	2	2	2	2	1	4	5	4	4	4	2	2	3	5	3	3	3	5	3	4	4	4	1	1	2	5	2	3	1	2	2	1	1	5	1	5	5	4	4	4	3	5	4	4	1	14	1	99	AU	2	527
4	3	5	3	4	3	5	4	3	2	2	3	3	4	4	4	3	3	2	4	2	2	5	2	2	1	3	2	3	2	1	3	1	1	1	4	2	4	2	1	3	1	2	1	1	4	1	3	4	4	2	2	5	3	5	3	5	4	5	5	2	5	5	2	2	2	2	2	2	2	2	2	1	4	3	3	2	2	3	2	3	4	5	1	2	3	2	3	1	2	1	2	2	5	4	5	5	3	2	3	2	5	2	4	4	5	5	5	4	4	4	3	4	5	3	4	4	5	4	5	4	4	4	4	3	3	2	2	4	2	4	3	3	4	5	5	3	4	3	4	4	4	4	5	4	4	4	4	4	4	5	4	3	4	2	3	4	4	4	3	2	2	1	18	1	90	US	2	436
5	4	3	3	5	5	2	4	2	5	5	5	5	5	5	4	5	3	5	2	5	5	5	1	1	5	2	2	1	5	1	3	4	5	4	5	5	5	4	4	4	3	5	5	4	5	3	5	5	4	2	2	5	2	3	5	3	3	2	2	4	2	2	1	4	5	3	5	1	1	2	1	4	5	5	5	1	3	3	2	5	5	4	5	5	5	5	5	1	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	4	5	5	5	2	5	5	4	5	5	5	4	5	3	3	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	3	1	5	5	5	3	5	3	1	1	1	1	5	5	5	1	4	4	5	1	3	3	2	13	1	100	US	1	387
4	4	4	4	5	5	5	4	4	2	4	4	4	5	5	2	4	5	3	5	5	5	2	4	5	5	5	4	5	5	5	5	5	4	4	4	4	4	4	4	4	4	5	4	4	4	3	5	4	5	1	4	4	4	5	1	5	4	5	4	4	5	2	5	4	4	4	4	5	5	4	4	4	4	4	4	2	4	4	4	2	4	4	1	2	3	1	2	1	2	2	2	2	3	2	2	2	2	4	2	2	2	2	2	1	2	2	2	1	2	2	2	2	1	1	1	2	1	1	1	2	1	2	4	5	5	4	3	4	2	2	2	4	1	2	4	2	4	4	4	2	2	4	2	4	4	2	4	2	2	4	2	4	1	1	4	2	3	2	4	1	1	2	38	2	95	GB	1	859
