A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	I1	I2	I3	I4	I5	I6	I7	I8	I9	I10	J1	J2	J3	J4	J5	J6	J7	J8	J9	J10	K1	K2	K3	K4	K5	K6	K7	K8	K9	K10	L1	L2	L3	L4	L5	L6	L7	L8	L9	L10	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	O1	O2	O3	O4	O5	O6	O7	O8	O9	O10	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	age	gender	accuracy	country	source	elapsed
4	4	5	4	4	3	5	3	4	3	4	5	5	5	5	4	5	5	5	4	4	5	5	4	4	4	3	4	4	4	4	4	4	3	3	5	4	4	4	4	4	4	5	2	2	4	2	4	2	4	3	5	3	3	3	2	3	2	3	3	3	3	3	3	2	4	2	4	4	4	4	2	4	3	4	4	2	4	3	3	5	5	5	3	3	3	2	4	2	3	3	3	4	2	3	3	4	3	3	3	3	3	4	2	4	4	2	3	3	4	4	4	3	3	2	2	4	4	4	3	4	2	2	5	5	5	4	5	4	5	4	4	5	2	4	4	2	4	2	4	3	1	4	4	2	2	4	5	2	2	4	4	3	2	2	3	4	2	1	3	2	3	4	24	1	80	HR	1	872
4	4	4	3	4	4	4	4	4	4	4	3	4	4	4	4	3	4	3	2	2	4	4	2	3	4	4	2	2	3	4	2	2	4	4	4	2	4	4	3	3	3	3	3	2	4	2	4	2	3	2	4	3	4	4	5	4	3	3	3	3	3	2	3	2	3	3	3	3	3	4	1	2	4	4	4	3	4	5	4	5	3	3	3	3	4	4	4	3	3	3	2	3	4	4	3	4	4	4	4	3	4	4	3	4	4	3	3	2	2	2	2	2	4	3	4	4	5	4	3	4	2	3	4	4	4	4	4	3	1	4	4	3	4	4	5	4	4	4	4	3	2	4	4	3	3	3	3	3	4	2	2	2	3	4	2	3	4	3	2	4	3	2	27	2	90	PH	1	564
4	4	5	4	4	4	4	4	5	2	4	4	4	4	4	5	4	4	2	2	4	3	3	1	3	3	3	4	2	2	2	2	2	2	4	3	4	2	2	2	3	2	3	2	1	3	3	3	2	4	3	4	2	3	4	1	4	2	4	4	4	4	3	4	3	2	4	4	3	3	4	4	2	3	4	3	2	2	3	4	2	5	4	2	3	3	2	5	2	2	2	2	2	4	5	3	4	2	3	3	3	4	4	1	3	2	3	2	2	2	2	2	2	4	2	3	4	5	4	4	5	4	4	4	2	4	4	4	4	4	4	4	4	2	3	4	3	4	3	3	3	2	2	4	1	3	2	3	3	2	2	2	2	3	2	4	3	4	2	3	3	2	2	22	2	80	US	1	1748
4	3	4	4	3	3	4	1	4	2	4	4	4	4	4	4	3	4	2	2	2	4	4	3	3	3	2	3	4	2	2	2	2	4	4	3	2	4	2	3	3	2	2	2	4	2	4	4	2	4	3	4	4	2	4	2	4	2	4	4	2	4	3	2	4	2	3	2	1	2	2	2	2	5	4	4	2	2	4	4	4	3	3	4	4	4	4	2	2	4	4	2	2	4	5	4	4	3	3	3	4	3	3	4	4	5	3	4	2	3	2	3	2	4	3	4	4	4	3	3	4	2	4	5	4	4	2	4	5	4	4	2	4	4	4	5	4	4	4	5	4	5	4	4	2	4	4	3	4	2	3	3	2	2	2	3	4	4	4	2	2	2	2	14	2	78	CA	1	628
4	4	4	4	4	4	4	4	4	3	5	5	4	5	5	4	4	4	4	4	3	5	5	4	4	4	4	4	4	4	4	4	4	3	2	4	3	3	3	3	3	2	3	2	1	4	1	4	3	4	1	4	1	3	4	1	4	3	4	4	3	4	3	2	2	4	4	4	3	2	4	2	2	5	5	5	5	4	5	5	4	5	4	3	3	4	2	4	2	2	2	2	3	4	4	4	4	3	4	3	3	4	4	2	2	2	4	3	2	2	2	2	2	4	4	2	4	4	4	2	4	2	2	4	4	4	4	3	5	4	5	5	5	4	5	5	4	5	4	4	4	5	4	4	3	4	4	4	3	3	2	4	2	2	2	3	3	2	4	3	2	2	2	18	2	85	NZ	1	327
5	4	5	4	5	5	5	5	4	5	4	5	4	5	4	3	2	2	5	3	2	5	5	2	1	2	4	5	2	2	1	1	1	1	1	2	2	3	4	2	4	2	1	2	2	4	2	5	4	4	2	5	5	2	4	3	4	3	5	4	4	5	3	2	2	4	5	4	1	1	4	1	3	5	5	5	2	4	5	5	5	5	4	4	4	4	4	4	2	4	4	2	3	5	5	5	5	4	3	5	5	5	5	4	5	3	5	3	4	4	3	2	2	5	4	5	4	4	5	3	4	4	4	5	4	5	3	5	4	5	4	5	5	4	5	5	4	5	4	4	3	5	5	3	2	3	4	3	4	4	3	3	3	2	1	2	1	4	4	1	2	3	2	15	2	99	US	1	538
3	4	5	4	2	2	2	2	4	4	3	2	4	4	4	5	4	4	2	4	2	4	5	1	2	2	2	2	1	1	2	2	2	2	5	3	4	2	4	2	4	4	2	1	2	2	2	2	2	4	2	4	3	2	3	1	3	2	3	3	1	3	2	1	4	4	2	4	4	1	2	4	2	5	4	5	4	4	4	2	4	4	4	4	4	4	4	4	2	4	4	3	2	4	5	5	5	4	4	4	4	4	4	2	2	2	4	2	2	4	2	2	2	5	4	4	5	5	4	4	4	2	4	5	2	4	2	2	4	4	5	4	4	5	4	2	4	5	4	4	2	4	2	4	2	4	4	3	4	4	4	2	4	4	4	4	4	3	4	4	4	4	3	43	2	80	US	1	576
5	4	4	4	4	5	4	4	5	4	4	3	3	5	4	3	3	3	4	5	5	5	5	2	5	5	4	3	3	5	5	5	5	5	4	5	4	4	3	5	4	5	5	5	5	5	4	5	4	5	5	5	4	3	4	2	4	5	4	2	1	4	3	5	4	4	5	5	5	5	5	4	5	5	5	4	2	4	5	5	5	5	5	2	3	2	3	3	1	3	3	3	2	4	4	4	4	3	1	4	3	5	4	1	1	1	1	1	1	2	2	2	2	1	1	2	1	2	3	1	2	2	1	4	5	4	4	3	5	5	5	5	5	1	2	4	3	5	4	3	2	2	4	2	3	4	3	3	3	3	2	3	3	2	2	2	3	2	2	2	3	2	3	44	2	100	US	1	642
1	4	5	2	3	1	3	4	4	5	4	5	5	5	5	5	3	3	5	4	4	5	5	3	5	2	3	1	4	5	5	5	1	4	5	4	1	4	1	5	5	4	5	1	5	5	1	5	1	5	1	2	5	1	5	1	3	3	1	5	2	1	5	1	1	5	1	5	1	1	1	1	5	5	5	5	1	3	5	5	5	5	3	4	1	5	5	3	1	3	5	3	3	5	5	5	5	5	4	4	3	5	5	2	5	1	5	5	1	5	5	5	1	1	1	1	5	5	5	5	5	5	1	5	5	5	4	1	5	5	5	5	5	5	5	5	4	5	3	5	5	5	5	5	1	5	5	5	4	5	1	1	1	5	4	5	4	4	5	3	5	2	3	14	2	99	US	1	527
2	3	3	3	3	3	4	2	4	3	4	4	5	4	4	5	3	4	5	4	5	3	3	4	4	3	4	4	2	4	5	4	4	5	4	4	3	4	4	4	4	4	2	2	1	5	1	4	5	5	1	5	3	3	4	1	3	4	3	3	2	3	2	3	3	4	4	4	3	3	4	2	3	2	4	2	2	3	3	4	4	5	4	2	4	4	3	3	3	3	3	3	3	5	5	5	5	3	5	5	3	5	5	3	2	2	3	2	2	3	4	4	2	4	4	2	4	3	3	3	4	4	2	5	5	5	3	3	4	4	4	5	5	3	4	4	3	4	4	3	3	2	3	4	2	3	4	5	2	2	2	2	2	2	2	3	4	2	3	3	2	1	2	16	1	90	US	1	854
4	4	3	2	3	3	3	1	2	1	4	5	4	4	4	5	2	4	3	5	5	5	3	4	4	2	3	1	1	5	3	5	3	4	5	5	5	5	4	4	5	4	5	4	4	3	4	4	1	4	5	3	4	5	4	5	4	4	3	4	1	3	3	4	4	5	5	5	5	4	5	5	5	4	4	3	1	4	4	5	5	3	2	4	4	3	5	4	4	5	4	4	3	3	3	1	3	3	2	3	1	3	3	2	2	2	3	2	2	3	3	2	2	3	3	3	4	4	2	3	5	4	2	2	4	3	4	2	2	2	4	3	3	3	4	2	4	3	4	5	2	3	4	5	1	5	4	4	1	5	1	2	1	5	5	4	4	3	5	4	5	5	1	43	2	95	US	1	566
5	5	5	5	5	5	5	4	5	4	5	5	5	5	5	3	5	5	5	5	2	5	5	3	5	4	2	2	3	2	5	3	2	5	3	2	4	5	5	3	4	4	3	2	3	3	2	4	2	4	3	4	1	5	5	4	5	5	5	5	5	5	2	4	4	4	4	3	2	3	1	2	3	5	5	5	2	5	5	5	4	5	5	1	4	4	3	2	2	2	3	2	2	5	5	5	5	5	1	4	1	5	5	5	4	4	5	5	5	5	4	4	3	5	4	4	4	5	4	4	1	3	4	4	5	5	4	3	5	5	5	5	2	5	5	5	5	5	5	5	1	1	5	5	1	5	5	5	5	5	2	4	1	2	1	2	5	4	2	3	2	5	2	31	2	95	AP	6	682
2	2	2	2	2	2	3	2	3	3	3	4	4	4	4	4	3	4	2	4	2	4	5	3	4	3	4	2	4	4	3	2	4	2	3	3	4	3	3	3	4	3	4	1	1	3	1	3	1	3	1	3	2	2	2	2	2	2	4	2	2	3	2	1	1	1	1	2	2	1	2	1	1	4	5	4	2	2	2	4	5	4	4	3	4	4	4	4	2	4	4	2	4	4	5	4	5	3	3	3	4	5	5	4	4	5	4	3	4	4	4	4	4	3	3	2	4	3	1	4	3	4	3	4	4	4	2	4	4	4	4	4	4	4	5	5	4	4	5	5	5	5	5	4	3	3	4	4	4	3	4	4	4	4	4	3	4	2	4	2	3	4	5	18	2	95	US	1	507
5	4	5	5	5	4	5	4	5	5	5	5	5	5	4	5	1	5	5	4	5	5	5	1	1	4	1	1	1	1	1	1	5	1	1	5	5	1	1	2	5	1	5	1	1	5	1	5	1	5	1	5	5	4	5	1	4	1	5	5	1	5	5	1	1	5	1	1	1	1	4	1	2	5	5	5	1	5	5	3	5	5	5	1	5	5	5	5	5	5	5	5	5	1	5	5	5	5	3	1	4	5	5	5	5	4	5	5	4	5	5	3	5	5	4	5	5	5	5	2	5	5	1	5	5	5	5	5	5	5	5	5	5	5	5	5	2	5	1	5	5	4	4	5	2	1	4	5	1	1	1	5	4	5	5	1	1	1	1	1	5	1	5	17	1	100	US	1	1465
2	3	2	4	4	4	3	2	4	2	4	5	2	4	5	3	2	2	4	5	5	4	3	5	4	4	5	2	4	5	5	5	4	4	2	5	4	4	4	4	4	3	4	1	1	4	1	4	2	4	2	5	2	3	4	5	4	5	2	3	5	4	2	4	4	2	4	2	2	4	4	1	2	5	5	5	1	1	4	5	4	5	1	1	2	4	2	5	1	1	3	2	2	5	4	5	5	4	3	4	4	5	5	4	4	3	2	4	4	2	4	1	2	2	2	2	1	1	1	1	2	1	1	5	4	4	3	5	2	2	4	3	4	3	5	4	4	4	4	4	2	2	3	3	1	2	2	2	1	1	1	1	1	4	5	5	5	4	3	4	4	1	1	18	2	100	NZ	1	365
4	4	4	4	4	4	5	3	4	4	4	4	5	5	5	4	4	5	4	5	4	5	4	5	5	4	4	4	5	5	5	5	4	4	3	4	4	4	3	3	4	3	4	3	2	2	2	2	1	2	3	3	2	4	4	1	5	3	4	5	5	4	4	4	3	2	3	3	2	4	4	3	3	4	3	3	1	4	4	4	2	5	3	2	2	2	2	2	1	3	1	2	1	2	3	1	1	2	1	3	2	2	2	4	5	3	4	2	3	3	4	4	2	3	2	2	2	2	4	2	1	2	2	3	3	4	3	2	3	3	4	3	4	2	4	3	2	4	3	3	2	2	3	4	3	4	4	5	3	4	4	4	2	3	2	4	4	2	4	2	4	2	2	38	2	90	US	1	458
4	5	4	4	5	4	3	3	4	4	5	3	4	5	4	4	3	4	4	4	4	5	4	3	4	3	3	3	3	3	4	3	3	3	3	4	4	3	3	4	4	4	4	3	3	3	3	4	3	4	3	3	4	2	4	2	4	4	4	3	2	4	3	4	4	4	5	5	4	3	4	3	4	5	4	4	3	4	4	5	5	5	4	2	4	3	2	3	2	3	2	2	2	3	3	5	3	3	3	4	3	3	3	2	2	2	2	3	2	2	2	2	1	4	3	4	4	3	3	3	4	3	3	5	3	5	3	4	4	5	4	4	5	3	3	4	3	4	4	5	2	2	3	4	3	4	4	4	3	4	3	3	2	3	3	3	3	3	2	3	3	2	1	17	2	89	US	3	808
5	5	5	4	5	5	5	2	5	5	4	4	4	5	5	3	4	4	2	3	2	4	4	2	4	4	4	4	5	2	5	5	5	5	4	2	4	4	3	3	2	3	4	3	2	3	3	5	4	2	4	5	4	3	4	4	5	5	3	3	5	4	4	4	4	4	5	5	5	2	5	5	3	5	5	5	2	4	5	5	5	5	2	4	3	4	1	5	1	2	1	1	1	4	4	5	5	3	2	4	3	2	2	3	2	2	4	2	3	4	3	4	2	4	2	5	4	2	2	3	3	3	2	4	5	5	4	4	4	5	5	4	2	4	4	4	5	5	4	4	2	1	4	4	4	5	4	3	5	4	5	3	4	3	1	3	2	2	3	2	4	2	1	24	2	95	PH	1	551
4	5	5	5	4	4	5	3	5	4	3	4	4	5	4	3	4	4	2	4	4	5	5	5	4	4	4	4	5	5	4	5	5	3	2	3	3	2	4	4	5	3	4	3	4	4	3	4	2	4	4	5	5	4	4	1	4	3	4	4	2	4	4	4	4	3	5	4	4	4	4	4	3	5	5	5	1	5	4	4	4	5	4	1	1	2	1	2	1	2	2	1	2	2	3	3	3	3	2	2	3	4	4	2	2	2	2	2	2	2	2	2	2	3	2	1	3	2	3	2	2	2	2	4	4	4	3	4	4	4	5	5	4	1	2	4	2	4	3	3	2	1	4	4	4	4	2	3	2	3	4	4	4	2	1	2	2	1	1	2	1	1	1	18	2	90	AU	1	524
4	3	2	3	4	4	5	4	4	4	5	5	5	5	5	5	4	4	4	5	4	5	5	1	4	4	3	3	5	2	2	3	5	5	5	4	4	5	4	4	5	5	5	3	2	5	2	5	5	5	2	5	2	2	2	1	2	2	2	3	2	2	1	3	3	5	3	4	4	5	5	4	5	5	4	5	4	1	3	4	5	5	1	3	4	4	4	4	3	4	3	4	4	5	5	5	4	4	4	4	3	5	5	4	3	2	3	3	4	4	3	4	1	3	2	1	4	4	2	2	4	3	3	5	5	4	5	3	5	5	5	5	4	3	4	4	4	4	4	3	4	4	5	4	3	4	4	4	4	4	5	4	2	4	3	4	4	2	4	4	4	4	3	16	2	96	US	1	745
4	4	4	4	3	4	4	4	4	4	4	3	5	5	4	4	4	4	4	4	3	5	5	4	4	3	2	2	3	4	4	4	4	4	4	3	4	4	3	3	4	4	4	3	3	4	2	4	2	4	2	5	4	4	3	1	2	2	2	2	1	2	3	4	3	4	3	4	4	4	5	3	4	4	4	3	4	4	3	4	2	5	4	2	3	3	3	4	1	4	3	2	2	4	5	4	4	2	3	4	3	5	5	2	2	2	2	3	2	2	3	1	2	4	1	4	3	4	2	4	2	3	4	5	4	4	4	4	5	5	5	4	4	3	4	4	4	3	4	5	2	3	3	4	2	4	4	4	5	5	4	3	1	4	2	5	3	3	4	4	3	1	2	26	2	90	KR	1	470
4	4	4	4	4	4	3	2	4	4	4	3	4	4	4	4	3	4	2	2	5	4	4	3	4	4	2	2	2	4	5	4	4	4	2	4	4	4	3	3	4	2	2	4	2	5	2	4	4	4	4	4	4	3	4	2	4	5	4	4	1	4	4	3	4	4	2	4	2	2	4	2	3	5	5	5	1	4	4	5	4	5	4	2	4	2	2	2	2	4	2	2	2	4	5	5	5	4	2	4	3	5	5	2	2	2	4	2	2	2	4	2	2	2	3	4	5	4	2	3	5	4	4	5	4	4	4	2	4	4	4	4	4	2	4	4	4	4	4	4	3	2	2	3	2	4	3	3	4	4	2	2	2	4	4	2	4	2	4	3	4	2	4	30	2	95	US	1	750
5	4	5	5	4	4	5	3	5	5	3	3	5	5	4	2	4	4	2	2	3	4	4	1	1	3	2	2	4	1	1	3	1	3	4	3	3	4	4	2	4	3	3	1	1	1	1	2	1	1	1	2	4	4	5	4	4	4	4	4	2	4	3	2	2	4	2	3	2	2	5	2	4	4	4	4	3	4	4	2	4	4	4	4	5	2	4	4	2	4	5	4	5	2	4	2	3	2	1	2	2	4	4	2	4	2	4	3	2	2	4	2	1	4	4	5	4	4	4	4	4	4	4	3	4	4	4	2	4	5	4	4	4	3	2	4	4	5	4	5	3	2	2	3	3	5	4	4	4	5	3	4	2	4	4	2	3	4	4	2	4	2	4	50	2	80	US	1	891
5	3	4	4	4	5	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	2	5	4	5	4	4	4	4	4	4	5	5	4	5	3	5	2	5	4	4	5	2	5	3	5	2	5	3	1	1	1	1	1	1	1	1	1	1	4	3	5	4	4	4	3	5	4	4	5	5	5	1	4	4	5	4	4	4	2	4	3	4	5	3	4	4	4	5	5	5	5	5	5	1	5	4	5	5	2	1	2	2	1	2	2	2	1	1	2	1	2	2	4	4	2	2	2	2	5	5	5	5	5	5	5	5	5	4	2	3	5	3	5	5	3	3	3	2	3	1	2	4	4	4	2	2	2	1	2	2	3	4	4	2	1	2	2	4	34	1	95	US	1	631
5	4	4	4	5	4	4	4	4	2	4	4	5	4	4	4	1	4	4	4	2	5	5	2	2	2	4	2	2	5	3	4	2	4	4	4	4	4	4	2	4	2	2	3	5	5	4	5	4	5	5	5	5	2	4	1	3	4	3	2	1	3	2	4	4	4	4	4	2	2	4	2	3	5	5	5	1	1	4	5	2	5	4	5	4	4	2	4	1	3	2	2	2	4	5	5	4	4	4	4	4	5	5	2	2	4	2	2	2	2	2	2	1	4	4	5	4	4	4	4	4	4	4	4	4	4	4	2	4	5	4	5	4	4	5	4	4	4	4	5	2	2	4	4	1	2	5	2	2	4	2	2	2	4	4	4	4	4	5	4	4	4	4	22	2	98	GB	1	363
3	3	4	2	3	4	3	2	2	3	4	4	4	4	3	4	3	4	4	3	2	5	5	2	5	4	4	4	4	2	5	3	5	4	4	4	5	5	5	4	5	4	5	4	4	5	4	5	4	5	4	4	4	3	2	5	2	1	3	2	1	2	2	4	4	4	4	4	4	4	5	3	4	4	5	3	1	2	4	3	5	5	5	5	5	4	4	5	4	5	5	5	4	4	4	5	4	4	3	4	4	5	5	4	2	2	4	4	4	4	4	4	4	1	3	2	2	4	1	1	1	2	1	4	3	4	4	4	4	5	4	4	2	4	5	4	4	4	4	5	3	3	5	3	3	3	3	4	1	2	3	2	2	3	3	5	4	2	5	5	2	5	5	25	1	99	US	1	700
4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	2	4	4	4	4	3	4	2	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	3	4	4	4	4	2	2	3	3	2	2	3	3	3	2	2	3	3	2	4	2	3	2	3	4	3	2	2	2	3	3	2	4	3	2	2	2	2	3	3	2	2	3	2	2	4	4	4	4	4	4	4	4	4	4	2	2	2	3	3	3	3	2	2	4	3	3	4	3	4	4	4	4	4	4	2	2	2	3	2	2	2	2	2	3	41	1	100	GB	1	648
4	5	4	4	5	4	4	3	4	4	4	4	4	5	4	4	4	5	2	4	3	4	5	2	5	4	4	4	4	4	5	4	4	4	4	3	4	4	4	4	4	4	5	3	4	4	4	4	4	4	4	4	4	2	4	1	4	5	3	3	2	3	4	4	4	4	4	4	4	5	5	4	4	4	4	2	1	2	4	4	4	4	4	2	4	1	2	3	1	2	2	2	1	2	4	4	4	3	3	4	2	4	4	3	2	1	4	3	2	2	3	4	2	3	2	2	4	2	2	2	1	2	2	4	5	5	3	4	4	5	5	4	4	2	3	3	3	4	3	4	2	2	1	3	2	4	3	3	2	2	2	2	2	1	1	2	2	2	2	2	2	1	1	22	1	87	US	1	656
4	4	3	4	4	4	3	3	4	3	4	4	4	5	4	4	3	4	3	4	4	5	5	5	5	4	4	3	4	4	5	5	5	5	5	3	4	4	5	5	5	5	5	4	4	4	4	4	4	5	3	4	2	1	2	1	2	4	2	2	4	2	2	4	5	4	4	4	4	4	4	2	4	5	4	5	3	2	5	5	4	5	2	3	3	3	4	3	1	3	3	3	3	4	4	4	4	5	4	4	5	5	4	4	4	2	4	3	4	4	4	3	2	1	1	1	2	1	2	1	1	2	2	5	5	5	4	5	4	4	5	4	5	2	4	4	3	4	3	4	3	4	3	2	3	3	1	2	2	2	2	2	2	3	2	2	3	1	4	2	2	2	3	56	2	100	US	1	427
4	4	3	3	4	3	3	2	3	2	3	2	4	3	4	3	3	4	4	2	2	2	3	3	2	3	3	2	2	2	2	2	2	2	3	3	2	4	4	2	3	2	2	1	3	4	3	2	3	4	3	4	4	2	2	1	2	1	3	3	2	2	3	3	1	2	2	3	2	4	2	1	3	3	3	3	4	1	3	2	4	4	2	4	4	4	4	4	3	3	3	4	4	3	4	4	3	3	3	3	2	3	3	4	4	4	4	4	2	3	2	4	3	4	3	4	4	4	5	4	3	4	4	4	3	4	1	4	5	4	5	4	4	3	3	3	3	3	3	4	2	2	3	4	4	4	3	2	2	3	2	2	2	4	4	2	3	4	3	4	4	3	3	17	1	90	US	1	634
5	5	5	5	5	5	5	1	5	2	5	4	5	5	5	4	4	5	4	3	5	4	5	1	3	4	2	5	1	1	3	2	5	5	4	4	5	5	5	5	3	4	4	4	5	5	3	5	4	5	3	5	3	3	4	1	5	5	5	2	1	3	2	4	5	4	5	5	5	5	5	4	4	5	2	4	4	5	4	2	3	5	5	4	4	1	2	4	1	1	2	1	1	4	5	5	3	2	4	5	3	5	5	3	4	1	2	2	2	2	2	2	2	4	4	5	5	4	3	4	5	5	2	1	5	5	5	3	4	5	5	4	5	2	3	4	4	3	4	4	2	2	5	4	5	5	4	4	4	5	3	5	2	4	4	4	3	3	5	3	2	1	2	35	2	99	US	1	467
4	4	3	4	4	4	4	4	5	4	4	4	4	5	4	3	2	4	1	4	3	4	5	3	1	3	4	2	2	3	1	4	4	5	4	4	4	4	4	4	4	4	3	2	3	5	3	4	2	5	4	4	5	5	5	3	5	5	5	5	1	5	5	4	4	4	2	3	5	5	4	1	3	5	4	4	3	5	2	3	4	5	5	5	1	2	4	4	1	4	3	3	2	3	3	1	3	2	1	4	1	2	2	4	5	3	4	3	4	4	4	2	2	5	4	4	5	5	5	3	5	1	2	3	3	3	3	2	4	3	4	3	5	2	4	4	3	3	4	5	2	2	5	4	2	5	3	4	3	5	5	3	2	4	4	4	4	2	3	3	4	4	3	22	2	100	US	6	511
4	3	3	4	4	3	4	4	3	3	3	3	4	4	4	3	3	5	1	3	3	4	5	2	3	2	4	2	3	3	4	3	3	4	3	4	4	4	3	2	3	3	2	1	2	3	2	3	4	4	3	4	4	4	4	5	4	5	3	4	2	4	2	4	3	4	2	2	2	3	3	2	2	5	4	4	3	4	4	2	5	4	1	2	2	3	3	4	2	2	3	3	2	5	5	3	4	4	4	3	3	2	2	4	3	2	4	3	3	3	4	3	1	3	3	4	4	4	2	4	4	4	4	4	4	4	2	2	3	2	2	3	2	3	4	5	3	5	3	5	2	2	3	4	2	4	3	4	3	4	3	4	2	3	3	4	4	3	4	4	4	2	3	21	2	85	US	6	646
4	4	4	4	5	4	5	4	5	5	2	2	4	5	4	2	2	4	2	3	4	5	4	4	4	2	4	4	2	3	3	5	4	4	3	4	2	4	1	3	4	3	3	2	3	3	2	4	1	4	2	5	5	4	5	1	5	5	5	5	2	5	4	3	3	1	5	4	2	3	4	2	3	4	4	4	3	5	5	4	3	4	3	2	1	2	1	3	5	2	1	2	2	1	5	4	5	2	2	2	2	5	4	2	1	2	2	2	2	2	4	2	2	4	4	5	4	4	4	4	5	4	3	3	4	4	3	4	4	3	2	3	4	1	5	4	4	4	4	4	2	2	4	4	5	5	5	5	5	5	5	5	5	4	2	2	1	2	2	1	3	1	2	57	2	98	US	6	669
4	5	4	4	4	4	4	2	4	3	2	4	2	4	4	2	2	2	2	3	2	3	2	2	2	2	3	3	2	2	2	4	2	2	4	2	3	1	2	2	2	2	2	3	4	3	3	4	3	3	4	4	4	3	4	3	4	4	4	3	2	4	4	3	2	2	4	2	2	3	2	1	3	4	2	4	1	4	4	4	4	4	5	2	2	4	2	3	2	2	2	2	3	4	1	3	4	2	2	2	3	4	4	4	3	4	4	4	4	4	2	4	4	4	2	5	4	4	4	2	4	4	4	1	2	4	2	4	2	2	2	3	2	2	4	2	3	2	4	4	2	2	2	4	3	3	2	3	4	4	2	4	2	4	3	4	4	3	2	4	4	2	2	26	2	90	US	6	731
4	2	5	5	3	5	5	2	5	4	1	5	5	5	5	1	4	3	2	5	4	5	5	1	1	2	3	1	1	1	5	2	2	3	3	3	2	4	3	3	4	3	4	1	1	5	1	5	1	4	1	5	3	4	5	1	5	5	5	4	1	5	3	3	1	2	2	4	1	3	5	1	2	5	3	4	3	5	5	3	1	5	5	2	4	3	4	4	1	4	4	2	1	4	5	5	5	4	1	5	3	5	5	5	5	4	5	5	5	5	5	3	3	5	4	5	5	5	5	5	3	5	5	5	5	5	3	5	4	5	3	3	3	5	5	5	5	5	5	5	5	3	5	4	1	5	5	4	5	5	4	5	2	5	5	2	4	3	4	4	5	2	2	34	2	90	US	6	702
5	4	2	4	4	4	4	2	5	3	4	4	4	4	5	4	3	4	3	4	5	5	4	4	4	4	4	4	4	5	4	4	4	5	4	5	4	5	4	4	4	3	4	5	5	4	4	4	4	5	4	5	3	3	3	2	4	5	4	2	1	4	2	5	5	4	5	4	4	4	4	3	3	3	4	2	2	4	3	3	2	2	2	3	4	1	2	4	1	2	2	2	2	4	4	2	4	4	3	4	3	3	3	2	2	2	2	2	1	2	2	2	2	2	2	4	4	4	3	3	4	2	3	3	4	4	4	5	3	2	3	4	4	2	3	2	3	3	4	4	2	1	4	3	2	3	2	4	4	3	2	2	2	4	4	4	4	3	3	4	2	2	3	26	1	85	US	6	550
4	4	4	4	4	4	4	2	4	4	4	4	4	4	4	4	2	4	2	4	4	4	4	3	4	4	4	2	2	3	3	4	4	4	2	5	4	4	4	3	4	2	5	3	4	4	3	4	3	4	3	4	4	3	3	1	4	3	4	2	2	3	3	4	4	4	4	4	4	3	4	2	4	4	3	2	2	2	2	2	2	2	4	4	3	2	3	2	2	2	2	2	3	3	2	3	3	4	3	4	4	3	3	2	4	2	4	2	3	3	2	2	2	2	2	3	4	4	2	2	4	2	2	2	4	4	3	4	2	4	2	4	4	2	4	4	3	2	2	3	2	3	2	4	3	2	2	4	2	2	2	2	2	4	4	4	2	2	4	4	4	2	2	20	2	100	US	6	422
4	4	4	4	4	4	4	2	5	3	4	4	4	4	4	2	2	4	2	4	4	4	2	4	4	4	2	2	3	4	4	3	3	4	3	4	3	4	4	4	3	3	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	3	2	4	2	4	4	3	4	4	3	4	3	2	3	4	4	4	2	5	4	5	4	4	4	4	4	3	4	5	1	4	3	2	2	4	2	4	4	2	3	2	2	4	3	4	4	3	4	4	4	5	2	4	2	4	4	4	4	4	4	4	4	4	2	4	4	4	3	2	1	4	1	3	2	3	4	2	3	4	2	4	2	2	2	4	4	4	4	4	5	4	4	4	2	4	4	3	5	4	4	3	4	3	3	20	2	100	US	6	572
